Indicator,Trade flow,Commodity,Partner,Reporter,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,,
Value (US$),Imports,"08 Fruit and nuts, edible; peel of citrus fruit or melons",USA,Mexico,"46,799,514.00","57,184,593.00","58,884,868.00","59,501,075.00","67,752,061.00","73,534,463.00","72,864,695.00","71,884,342.00","67,304,516.00","64,082,407.00","60,044,538.00",,"62,803,307.00","56,374,675.00","59,944,775.00","49,716,170.00","67,494,976.00","77,377,688.00","85,021,395.00","73,509,456.00","80,571,233.00","83,086,477.00","77,364,521.00","67,703,657.00","74,024,896.00","66,932,991.00","67,989,849.00","79,378,881.00","78,036,104.00","81,094,235.00","93,325,700.00","111,741,167.00","94,205,886.00","96,886,643.00","71,819,148.00","66,724,020.00","60,168,124.00","57,950,453.00","59,892,958.00","67,213,422.00","77,386,689.00","81,278,708.00","101,655,212.00","103,611,772.00","98,564,142.00","102,366,445.00","82,822,734.00","65,670,849.00","59,346,627.00","69,562,063.00","82,002,709.00","61,662,021.00","56,023,822.00","68,248,919.00","71,614,824.00","79,040,936.00","94,028,436.00","97,649,552.00",,,,
Value (US$),Imports,"08 Fruit and nuts, edible; peel of citrus fruit or melons",World,Canada,"327,434,980.00","360,115,284.00","372,941,916.00","375,502,986.00","457,578,432.00","451,833,463.00","388,303,563.00","354,646,825.00","335,609,851.00","346,898,128.00","380,351,097.00","356,341,216.00","350,044,879.00","333,338,191.00","382,601,060.00","382,206,389.00","439,666,431.00","473,421,516.00","442,099,941.00","378,440,745.00","350,926,793.00","362,629,275.00","390,643,841.00","376,633,704.00","411,694,740.00","374,554,271.00","408,556,452.00","405,576,660.00","449,211,909.00","483,497,397.00","430,486,813.00","364,739,965.00","343,407,899.00","353,952,271.00","386,577,196.00","374,651,309.00","389,576,778.00","355,942,899.00","401,302,954.00","412,489,500.00","437,323,270.00","470,379,259.00","431,763,438.00","389,358,357.00","346,573,944.00","367,334,697.00","395,798,258.00","402,844,579.00","404,716,126.00","379,743,138.00","439,655,008.00","373,112,978.00","455,113,517.00","473,190,626.00","464,103,125.00","384,519,220.00","355,106,377.00","401,757,566.00","424,126,898.00",,,
Value (US$),Imports,"08 Fruit and nuts, edible; peel of citrus fruit or melons",World,Mexico,"64,750,464.00","77,388,682.00","79,574,262.00","75,991,709.00","77,386,936.00","84,169,317.00","88,243,820.00","85,000,594.00","77,227,601.00","73,482,422.00","74,366,145.00",,"82,200,020.00","72,753,120.00","81,899,047.00","64,552,559.00","77,079,612.00","88,891,571.00","100,362,836.00","85,526,845.00","91,252,233.00","93,214,019.00","89,029,148.00","86,857,037.00","91,840,386.00","92,058,847.00","94,013,105.00","99,278,449.00","87,163,161.00","93,805,287.00","109,866,603.00","130,164,732.00","106,621,726.00","113,502,679.00","85,098,395.00","82,089,599.00","87,347,951.00","83,987,393.00","91,525,705.00","88,189,568.00","91,144,359.00","93,104,313.00","119,105,800.00","642,661,810.00","112,969,128.00","114,212,040.00","96,780,272.00","85,574,321.00","90,443,682.00","104,622,448.00","118,094,047.00","79,992,895.00","65,269,817.00","81,306,997.00","88,685,816.00","96,956,453.00","106,968,642.00","110,040,961.00",,,,
Value (US$),Imports,"08 Fruit and nuts, edible; peel of citrus fruit or melons",World,USA,"1,569,477,538.00","1,568,412,601.00","1,671,249,741.00","1,470,520,782.00","1,593,374,291.00","1,254,477,011.00","1,100,696,427.00","1,133,642,650.00","1,111,103,652.00","1,255,054,151.00","1,356,572,898.00","1,633,172,240.00",,"1,649,973,424.00",,"1,604,624,518.00",,,,"1,323,256,628.00",,"1,320,864,367.00","1,363,284,554.00","1,533,277,933.00","1,949,227,817.00","1,823,334,166.00","1,895,686,206.00","1,785,073,680.00","1,681,480,728.00","1,499,109,345.00","1,338,130,788.00","1,428,428,041.00","1,160,715,249.00","1,456,889,470.00","1,385,945,965.00","1,507,865,581.00","1,947,808,400.00","1,773,829,087.00","1,931,889,444.00","1,921,223,911.00","1,760,788,636.00","1,632,587,508.00","1,446,836,746.00","1,293,956,092.00","1,321,426,815.00","1,421,271,731.00","1,412,785,107.00","1,682,734,791.00","2,010,742,273.00","1,868,757,878.00","2,021,716,289.00","1,610,349,328.00","1,595,876,458.00","1,683,922,519.00","1,268,582,025.00","1,337,163,833.00","1,368,240,395.00","1,550,192,446.00","1,480,257,139.00",,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",Canada,Canada,"251,621.00","254,221.00","337,344.00","252,857.00","433,958.00","200,208.00","383,860.00","1,048,459.00","247,355.00","361,787.00","359,861.00","219,633.00","519,193.00","450,794.00","400,053.00","271,021.00","225,804.00","354,650.00","281,704.00","592,414.00","145,020.00","635,651.00","366,441.00","427,656.00","177,900.00","264,718.00","458,741.00","118,530.00","319,102.00","325,155.00","348,881.00","609,917.00","365,459.00","497,797.00","775,833.00","173,293.00","344,839.00",,"209,666.00","269,443.00","301,195.00","437,168.00","282,670.00","438,779.00","174,272.00","427,054.00","242,327.00","196,173.00",,,,,,,"250,575.00",,,,,,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",Canada,Mexico,"1,035,863.00","1,138,825.00","1,414,428.00","727,260.00","1,080,370.00","1,635,236.00","657,773.00","1,085,912.00","1,211,131.00","504,181.00","764,587.00",,"626,158.00","732,490.00","832,180.00","1,048,386.00","1,074,869.00","458,262.00","818,068.00","999,937.00","953,626.00","770,478.00","526,756.00","1,157,793.00","472,769.00","644,678.00","835,474.00","509,230.00","1,114,412.00","684,788.00","583,874.00","1,208,295.00","598,855.00","878,212.00","494,242.00","907,837.00","645,768.00","467,647.00","389,079.00","767,657.00","554,804.00","546,144.00","691,479.00","718,241.00","846,077.00","905,701.00","365,799.00","472,897.00","595,522.00","545,819.00","831,175.00","527,359.00","472,991.00","280,520.00","413,460.00","366,747.00","729,519.00","787,696.00",,,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",Canada,USA,"52,433,913.00","57,937,327.00","66,233,569.00","65,811,859.00","68,183,583.00","75,760,614.00","60,335,101.00","65,354,710.00","68,661,115.00","69,477,652.00","78,998,175.00","70,710,255.00","62,557,120.00","59,042,216.00","65,373,011.00","63,136,112.00",,"65,046,259.00","67,021,122.00","67,173,372.00",,"76,297,190.00","74,879,181.00","65,221,539.00","66,478,022.00","67,860,733.00","72,751,427.00","73,520,512.00","80,937,261.00","76,680,385.00","80,460,199.00","69,523,046.00","75,726,148.00","85,531,238.00","91,034,631.00","73,340,113.00","79,923,535.00","80,362,940.00","88,632,321.00","88,740,374.00","90,460,762.00","92,902,847.00","100,982,715.00","80,626,171.00","98,506,709.00","93,820,504.00","92,577,328.00","85,197,403.00","88,300,256.00","88,717,426.00","98,255,564.00","95,114,281.00","86,705,370.00","90,632,523.00","106,556,205.00","95,254,938.00","102,847,831.00","103,484,427.00","106,166,629.00",,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",Mexico,Canada,"5,926,442.00","9,740,158.00","18,916,580.00","18,273,482.00","16,026,886.00","17,552,948.00","10,293,586.00","10,824,796.00","11,604,994.00","11,790,491.00","13,582,899.00","9,001,305.00","5,415,240.00","9,248,490.00","13,243,189.00","10,893,033.00","17,182,829.00","19,187,316.00","15,574,559.00","13,365,715.00","9,490,035.00","10,192,491.00","14,770,673.00","7,033,262.00","5,360,455.00","9,548,215.00","14,778,667.00","17,460,675.00","15,104,439.00","13,434,343.00","15,763,887.00","15,858,902.00","16,516,000.00","17,969,803.00","12,728,455.00","8,278,352.00","13,921,549.00","10,769,257.00","19,294,894.00","20,807,874.00","24,867,906.00","18,277,273.00","13,257,386.00","17,452,411.00","8,587,991.00","15,346,387.00","12,075,860.00","9,117,143.00","12,030,479.00","10,420,627.00","13,914,578.00","24,280,039.00","15,881,018.00","13,912,807.00","19,177,137.00","11,796,111.00","13,292,542.00","13,136,014.00","11,074,652.00",,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",Mexico,USA,"336,392,712.00","375,637,216.00","432,189,824.00","448,600,345.00","459,370,237.00","444,260,486.00","368,983,151.00","371,819,778.00","384,927,923.00","355,249,720.00","372,710,451.00","361,040,442.00","363,194,178.00","369,755,632.00","454,201,118.00","439,592,157.00",,"482,091,704.00","462,666,861.00","478,522,352.00",,"436,334,759.00","389,075,949.00","399,868,347.00","394,747,609.00","409,567,489.00","489,145,280.00","514,257,603.00","545,654,482.00","523,803,454.00","515,887,379.00","521,480,722.00","452,376,641.00","482,887,567.00","420,953,706.00","433,134,868.00","374,861,369.00","441,479,665.00","584,474,511.00","598,139,020.00","638,590,196.00","599,681,761.00","625,729,675.00","538,569,649.00","522,017,631.00","598,631,382.00","496,680,269.00","421,837,465.00","508,879,825.00","520,178,606.00","624,858,223.00","565,833,589.00","420,684,183.00","623,620,369.00","732,421,063.00","753,808,855.00","767,581,985.00","797,850,959.00","766,037,989.00",,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",USA,Canada,"128,275,044.00","141,961,618.00","153,723,844.00","161,182,425.00","189,991,959.00","191,118,348.00","178,265,655.00","189,439,506.00","174,430,033.00","192,149,808.00","185,213,128.00","151,186,853.00","158,953,841.00","157,811,920.00","176,527,564.00","158,370,326.00","196,765,256.00","179,525,577.00","203,935,461.00","200,278,605.00","177,597,895.00","193,408,188.00","185,406,234.00","146,847,242.00","146,846,075.00","151,771,240.00","166,238,170.00","175,800,543.00","185,446,614.00","193,135,771.00","189,847,729.00","187,430,562.00","173,303,729.00","176,426,579.00","170,244,580.00","144,169,411.00","135,253,674.00","124,267,527.00","156,868,941.00","169,780,333.00","165,698,881.00","174,135,380.00","189,707,190.00","182,623,347.00","167,324,646.00","182,290,413.00","159,438,057.00","150,231,425.00","151,750,371.00","147,197,456.00","163,797,699.00","143,085,315.00","136,303,220.00","174,961,794.00","193,269,097.00","202,913,633.00","189,588,843.00","204,117,051.00","189,239,453.00",,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",USA,Mexico,"24,212,752.00","39,118,605.00","39,857,611.00","44,856,605.00","42,573,084.00","41,101,450.00","35,075,300.00","37,591,188.00","40,768,378.00","42,173,707.00","47,800,630.00",,"36,848,177.00","30,084,219.00","34,164,294.00","27,475,796.00","31,571,996.00","31,585,800.00","46,801,401.00","50,746,454.00","46,679,750.00","54,410,384.00","36,162,863.00","24,428,885.00","35,970,416.00","39,625,236.00","37,559,672.00","36,416,298.00","38,820,938.00","39,885,812.00","40,029,859.00","41,709,613.00","36,804,971.00","36,382,835.00","35,526,879.00","23,854,273.00","33,125,872.00","20,119,007.00","28,438,390.00","27,295,646.00","33,922,854.00","29,836,970.00","33,766,460.00","30,775,433.00","33,743,076.00","33,069,875.00","22,545,621.00","20,070,362.00","27,106,596.00","22,484,152.00","26,811,711.00","47,634,291.00","36,041,835.00","37,798,633.00","29,230,426.00","37,151,322.00","32,557,293.00","30,010,713.00",,,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",World,Canada,"274,875,975.00","325,936,496.00","359,839,110.00","385,563,603.00","428,827,346.00","446,105,201.00","386,017,380.00","459,308,453.00","429,086,934.00","456,158,991.00","453,048,677.00","310,220,373.00","327,040,741.00","329,075,493.00","413,752,028.00","356,438,109.00","445,916,430.00","431,130,193.00","443,740,606.00","471,535,753.00","430,381,948.00","489,963,598.00","497,292,248.00","318,509,331.00","363,730,143.00","355,209,149.00","412,486,116.00","427,206,566.00","451,971,897.00","429,645,936.00","454,632,959.00","462,451,001.00","436,730,593.00","506,953,091.00","453,529,588.00","318,086,281.00","346,693,382.00","316,333,053.00","403,293,672.00","432,132,384.00","452,871,142.00","435,794,994.00","445,643,479.00","462,611,592.00","416,935,928.00","483,860,414.00","443,078,407.00","329,585,027.00","356,590,063.00","321,552,250.00","398,408,814.00","402,777,148.00","397,145,663.00","422,889,606.00","407,079,220.00","393,320,916.00","494,294,259.00","538,331,193.00","505,664,750.00",,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",World,Mexico,"55,404,810.00","68,079,014.00","91,939,192.00","90,007,017.00","80,904,494.00","84,371,186.00","82,179,251.00","110,439,268.00","133,097,808.00","108,195,078.00","104,872,395.00",,"73,284,295.00","56,738,974.00","83,660,762.00","73,122,642.00","77,105,290.00","74,469,565.00","101,057,150.00","143,567,778.00","124,071,592.00","122,431,692.00","91,139,479.00","60,878,269.00","73,746,512.00","82,525,773.00","76,517,258.00","86,926,334.00","94,404,501.00","88,999,028.00","98,845,371.00","134,290,693.00","121,698,270.00","109,415,922.00","83,696,307.00","71,532,051.00","92,916,785.00","58,263,921.00","80,151,107.00","70,839,436.00","86,582,674.00","79,810,104.00","103,365,138.00","604,403,765.00","106,788,615.00","105,031,368.00","68,857,332.00","59,640,222.00","74,468,057.00","52,956,474.00","61,797,893.00","82,313,750.00","71,574,973.00","74,813,597.00","70,121,303.00","88,000,154.00","88,098,962.00","81,077,921.00",,,,
Value (US$),Imports,"22 Beverages, spirits and vinegar",World,USA,"1,609,910,142.00","1,696,838,941.00","2,019,971,563.00","2,006,482,167.00","2,094,805,226.00","2,032,650,796.00","1,848,396,877.00","2,096,291,131.00","1,951,063,435.00","2,121,228,699.00","2,009,468,310.00","1,924,705,237.00",,"1,689,122,579.00",,"1,973,968,921.00",,,,"2,239,397,732.00",,"2,302,268,092.00","2,202,526,683.00","2,074,365,615.00","1,859,455,508.00","1,820,573,947.00","2,139,680,734.00","2,279,326,293.00","2,340,632,930.00","2,225,316,649.00","2,184,182,323.00","2,297,788,874.00","2,088,734,006.00","2,539,284,271.00","2,168,775,870.00","2,143,513,922.00","1,901,296,066.00","1,804,397,649.00","2,399,853,604.00","2,461,008,059.00","2,495,071,192.00","2,381,857,625.00","2,538,589,285.00","2,380,570,070.00","2,432,117,075.00","2,623,583,092.00","2,147,739,928.00","1,989,354,109.00","2,100,658,251.00","1,978,612,130.00","2,350,939,635.00","2,125,487,027.00","1,770,770,503.00","1,881,313,000.00","2,220,124,592.00","2,667,843,207.00","2,415,072,843.00","2,571,111,865.00","2,562,653,700.00",,,
Value (US$),Exports,02 Meat and edible meat offal,Canada,Mexico,"819,220.00","1,130,430.00","1,372,573.00","1,799,649.00","1,472,612.00","2,483,699.00","1,426,946.00","1,823,024.00","1,470,801.00","790,643.00","1,385,169.00",,"1,753,518.00","1,208,550.00","1,792,948.00","1,145,626.00","1,407,842.00","1,663,801.00","1,599,891.00","1,630,317.00","1,072,908.00","1,594,915.00","1,751,641.00","1,935,184.00","2,417,007.00","1,715,300.00","2,852,166.00","2,038,941.00","1,339,300.00","2,856,867.00","1,921,971.00","3,456,762.00","1,960,422.00","1,920,389.00","2,781,307.00","2,559,299.00","3,532,158.00","2,099,824.00","2,457,844.00","3,155,816.00","4,372,823.00","4,090,292.00","3,461,471.00","2,644,938.00","2,786,152.00","3,479,660.00","3,198,339.00","3,730,951.00","2,568,950.00","4,020,385.00","4,137,029.00","3,486,411.00","7,898,825.00","5,991,751.00","3,814,487.00","5,080,620.00","6,149,888.00","4,724,832.00",,,,
Value (US$),Exports,02 Meat and edible meat offal,Canada,USA,"109,980,822.00","102,883,326.00","114,741,970.00","112,138,331.00","148,947,310.00","147,025,406.00","138,174,359.00","115,214,698.00","117,435,296.00","111,945,135.00","120,719,517.00","123,956,237.00","109,664,350.00","106,979,315.00","126,697,661.00","116,319,548.00",,"131,079,025.00","143,714,451.00","119,464,520.00",,"113,480,362.00","113,134,295.00","119,589,870.00","100,485,804.00","95,590,945.00","112,881,853.00","111,246,381.00","126,045,491.00","120,998,354.00","125,518,504.00","112,106,402.00","111,472,465.00","102,214,719.00","109,640,117.00","106,021,406.00","92,688,747.00","82,736,138.00","106,308,272.00","104,198,876.00","112,678,909.00","110,229,598.00","113,288,624.00","107,170,402.00","111,089,044.00","101,150,628.00","109,297,646.00","103,174,989.00","108,383,951.00","104,787,408.00","133,366,544.00","117,044,071.00","111,731,963.00","116,115,349.00","127,598,266.00","136,228,362.00","134,896,560.00","116,732,000.00","112,124,263.00",,,
Value (US$),Exports,02 Meat and edible meat offal,Mexico,Canada,"17,621,458.00","18,133,851.00","15,811,978.00","19,346,809.00","15,496,017.00","14,978,762.00","21,028,477.00","22,941,382.00","23,460,062.00","19,668,665.00","21,656,783.00","20,390,003.00","14,653,510.00","18,626,122.00","19,816,858.00","16,496,896.00","18,725,255.00","21,286,390.00","24,540,448.00","23,334,427.00","23,194,246.00","18,540,747.00","20,946,121.00","18,759,317.00","21,253,728.00","19,524,653.00","18,719,133.00","20,581,064.00","20,138,067.00","22,671,361.00","25,297,866.00","26,306,305.00","26,130,139.00","27,874,620.00","28,357,512.00","23,107,332.00","26,338,920.00","23,266,136.00","20,741,568.00","15,771,796.00","22,854,849.00","24,095,116.00","30,703,916.00","32,491,098.00","27,596,424.00","33,344,098.00","29,255,916.00","22,069,810.00","24,797,393.00","25,489,736.00","14,821,411.00","5,986,926.00","8,943,153.00","13,025,225.00","13,745,820.00","11,529,895.00","13,433,210.00","20,974,442.00","27,735,220.00",,,
Value (US$),Exports,02 Meat and edible meat offal,Mexico,USA,"199,107,703.00","219,912,974.00","219,011,631.00","241,845,570.00","259,182,454.00","245,729,334.00","250,314,279.00","272,368,833.00","265,296,395.00","244,345,087.00","267,734,834.00","296,344,550.00","257,196,719.00","235,721,533.00","260,596,721.00","224,794,551.00",,"269,890,786.00","259,107,954.00","276,145,122.00",,"272,871,867.00","269,360,610.00","276,644,041.00","272,292,489.00","254,801,737.00","244,554,726.00","285,286,946.00","253,080,065.00","239,576,537.00","233,776,153.00","257,955,817.00","223,885,341.00","264,917,012.00","236,429,830.00","232,878,328.00","240,995,573.00","215,149,751.00","222,325,972.00","247,907,201.00","261,350,789.00","261,208,140.00","293,763,855.00","284,193,140.00","245,330,046.00","260,694,562.00","275,614,597.00","305,327,775.00","318,839,760.00","272,586,140.00","263,183,236.00","160,346,797.00","131,159,453.00","159,150,096.00","182,934,960.00","179,141,112.00","197,399,647.00","243,780,656.00","290,803,871.00",,,
Value (US$),Exports,02 Meat and edible meat offal,USA,Canada,"195,768,751.00","191,115,216.00","212,320,198.00","197,740,309.00","198,930,066.00","187,504,501.00","201,893,968.00","215,002,350.00","208,303,368.00","218,032,671.00","202,771,678.00","190,060,882.00","170,585,178.00","179,276,764.00","207,589,023.00","201,604,932.00","210,084,282.00","227,995,800.00","230,349,394.00","224,872,984.00","200,542,345.00","206,760,473.00","215,347,945.00","183,888,686.00","190,585,444.00","187,009,365.00","218,717,183.00","197,566,191.00","202,231,126.00","214,395,650.00","215,192,687.00","215,696,661.00","209,980,223.00","223,115,383.00","215,010,451.00","204,455,682.00","205,406,683.00","192,110,664.00","236,301,512.00","202,350,842.00","212,433,602.00","219,876,494.00","211,388,991.00","232,332,190.00","225,804,721.00","238,632,523.00","246,837,944.00","203,845,719.00","203,403,646.00","183,016,256.00","209,674,024.00","135,401,317.00","287,399,649.00","267,773,242.00","219,751,563.00","232,384,250.00","212,990,791.00","265,496,089.00","267,227,506.00",,,
Value (US$),Exports,02 Meat and edible meat offal,USA,Mexico,"80,483,343.00","89,942,232.00","90,746,927.00","96,157,655.00","99,919,070.00","95,387,639.00","84,106,222.00","97,566,675.00","91,424,120.00","92,069,283.00","92,469,434.00",,"91,084,824.00","81,937,000.00","94,723,818.00","79,352,389.00","98,319,771.00","97,298,833.00","100,666,448.00","96,965,758.00","85,729,936.00","99,821,236.00","101,271,797.00","88,798,257.00","99,014,823.00","97,544,308.00","95,079,171.00","79,787,169.00","120,844,702.00","119,253,016.00","107,481,771.00","101,564,634.00","92,004,914.00","98,429,602.00","101,509,248.00","95,370,250.00","106,499,846.00","112,201,369.00","120,432,151.00","119,925,944.00","119,646,739.00","109,079,267.00","112,333,568.00","111,881,115.00","110,406,549.00","121,675,747.00","116,574,278.00","113,832,394.00","112,359,508.00","109,512,794.00","128,581,379.00","121,276,406.00","197,300,174.00","187,798,509.00","143,367,686.00","144,616,356.00","132,973,248.00","106,393,634.00",,,,
Value (US$),Exports,02 Meat and edible meat offal,World,Canada,"349,890,471.00","356,243,478.00","392,139,469.00","379,517,820.00","380,908,394.00","379,601,007.00","383,871,507.00","404,794,820.00","418,831,551.00","427,012,289.00","423,340,770.00","406,461,324.00","348,098,442.00","375,295,099.00","445,490,505.00","401,187,021.00","430,207,411.00","448,100,034.00","432,030,924.00","433,868,412.00","416,521,566.00","423,730,835.00","466,246,295.00","393,576,849.00","377,269,734.00","388,455,087.00","443,899,490.00","407,007,922.00","441,175,930.00","434,632,737.00","414,822,586.00","429,200,715.00","422,108,886.00","454,430,328.00","458,761,867.00","433,089,060.00","423,489,993.00","420,983,386.00","518,853,797.00","447,070,914.00","500,956,118.00","480,747,719.00","429,516,352.00","455,484,878.00","453,892,062.00","497,341,664.00","500,524,563.00","490,495,431.00","509,036,862.00","485,358,103.00","522,263,749.00","418,496,065.00","573,591,431.00","523,273,535.00","506,207,226.00","468,987,729.00","501,287,950.00","595,512,969.00","584,317,907.00",,,
Value (US$),Exports,02 Meat and edible meat offal,World,Mexico,"110,005,209.00","123,809,932.00","128,765,655.00","132,671,087.00","142,573,518.00","140,902,399.00","125,177,763.00","143,746,099.00","138,277,981.00","141,521,848.00","141,213,132.00",,"132,799,496.00","126,165,571.00","145,062,428.00","124,629,822.00","156,116,839.00","146,193,115.00","157,670,470.00","147,820,857.00","136,423,068.00","159,729,165.00","152,029,004.00","160,688,921.00","146,747,732.00","145,632,665.00","148,234,209.00","134,255,000.00","183,543,364.00","173,156,203.00","171,253,990.00","160,036,424.00","148,301,318.00","157,149,620.00","162,924,646.00","152,257,711.00","161,066,866.00","164,148,693.00","178,920,599.00","180,446,710.00","193,592,978.00","180,825,084.00","193,648,564.00","427,103,730.00","179,086,559.00","205,873,211.00","198,685,158.00","218,158,468.00","184,637,494.00","201,551,912.00","222,283,896.00","221,678,974.00","280,190,132.00","276,580,559.00","225,847,248.00","230,508,743.00","215,903,117.00","195,764,863.00",,,,
Value (US$),Exports,02 Meat and edible meat offal,World,USA,"998,162,210.00","1,026,575,704.00","1,145,106,526.00","1,147,641,673.00","1,254,212,521.00","1,239,784,994.00","1,235,126,642.00","1,291,549,039.00","1,228,594,963.00","1,283,885,250.00","1,399,989,972.00","1,386,105,120.00",,"1,190,043,158.00",,"1,262,794,027.00",,,,"1,424,944,318.00",,"1,503,168,651.00","1,517,531,861.00","1,473,234,177.00","1,371,951,513.00","1,349,028,601.00","1,530,199,521.00","1,497,445,842.00","1,494,605,104.00","1,442,404,204.00","1,413,503,451.00","1,463,784,781.00","1,349,457,542.00","1,502,142,314.00","1,456,813,866.00","1,397,518,821.00","1,300,231,393.00","1,207,768,356.00","1,398,893,911.00","1,404,540,860.00","1,541,765,651.00","1,518,700,100.00","1,602,553,687.00","1,536,933,841.00","1,421,037,480.00","1,487,374,531.00","1,603,707,038.00","1,638,086,596.00","1,634,223,239.00","1,634,157,256.00","1,729,020,566.00","1,516,122,365.00","1,344,214,150.00","1,219,405,722.00","1,404,136,867.00","1,430,789,176.00","1,391,906,506.00","1,556,421,294.00","1,655,135,234.00",,,
Value (US$),Exports,07 Vegetables and certain roots and tubers; edible,Canada,Mexico,"7,457,737.00","5,900,320.00","6,385,521.00","5,877,938.00","4,233,385.00","1,851,561.00","1,511,826.00","1,204,330.00","811,291.00","1,667,353.00","4,481,115.00",,"5,772,345.00","5,460,484.00","6,067,815.00","5,016,136.00","3,738,292.00","1,669,026.00","1,338,766.00","624,856.00","817,471.00","1,997,541.00","4,851,260.00","7,061,684.00","6,893,993.00","5,153,815.00","5,946,099.00","4,844,327.00","4,182,892.00","1,975,417.00","1,375,560.00","1,023,000.00","1,464,718.00","3,018,888.00","7,027,200.00","8,526,996.00","7,563,566.00","5,902,356.00","5,964,227.00","4,810,239.00","4,489,966.00","2,926,968.00","1,868,703.00","1,991,779.00","2,273,007.00","2,784,937.00","5,194,521.00","7,642,901.00","7,887,267.00","5,940,367.00","7,482,307.00","4,986,400.00","4,566,725.00","4,201,736.00","1,831,644.00","1,847,210.00","2,109,915.00","3,738,480.00",,,,
